Bricata KWS;Bricata is for the French fry and processing market, it produces good tuber numbers with very even tuber shape and stable dry matters. Has good resistance to common scab and TRV.;null;null;-;-;-;-;-;-;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;null;null;-;null;-;null;null;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;"Opal x VR808""";;Stet Holland;-;-;-;-;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Shallow;-;-;-;-;-;Few;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
British Queen;British Queen was bred by the Scottish breeder Archibald Finlay in Lincolnshire and  first marketed in 1894. The variety is still popular in Ireland where it is sold as 'Queens'. British Queen is second early variety producing a moderate to high yield of white-skinned, oval tubers with a white, floury flesh. Low resistance to potato cyst nematode <i> Globodera rostochiensis</i> Ro1 and potato cyst nematode <i> Globodera pallida </i> Pa2/3,1.;Patersons Victoria x Old Blue Don;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Cream;-;Medium;-;Second Early;-;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Brooke;Tubers have some  susceptibilty to bruising and splitting.Â Â Trials have found good resistance to blackleg, dry rot (<i>Fusarium coeruleum</i>) and potato leafroll virusÂ Â This variety has low resistance to dry rot (<i>Fusarium sulphureum</i>)  and late blight on tubers.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.  This variety also has susceptibility to Bruising and Splitting. ;FL 1867 x Hermes;1;-;-;-;-;-;-;UNITED STATES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;-;-;Early Maincrop;Medium;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Burren;Great variety for Mediterranean-type climates.  Burren is a long-oval potato with shallow eyes, good drought resistance and good storage capability.  It is very high yielding and produces larger crops compared with Spunta.  This variety has susceptibilty to potato cyst nematode <i> Globodera rostochiensis</i> Ro1 and potato cyst nematode <i> Globodera pallida </i> Pa2/3,1.  Test show resistance to Potato leafroll virus and potato virus Yo.;Marfona x Spunta;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Medium yellow;-;Medium;-;Early Maincrop;Medium - tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Bute;Tubers have some resistance to bruising and splitting.Â Â Trials have found good resistance to powdery scab, dry rots <i>Fusarium sulphureum</i> and <i>Fusarium coeruleum</i>, mop top (spraing) and potato virus AÂ Â This variety has low resistance to tuber late blight, potato virus yn, potato leafroll virus and potato virus Yo .Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;Harmony x 17AVN01;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;White;-;-;-;Early Maincrop;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Cabaret;Suitable for the pre-pack, French fry and chipping markets.  Dry matter 21%.  Produces high yields of bright bold tubers with shallow eyes. Long dormancy gives good long-term storability with stable fry colours. Susceptible to Dry rot <i> Fusarium sulphureum</i>, late blight on foliage, potato cyst nematode <i> Globodera pallida </i> Pa2/3,1 and potato virus Yo. Shows resistance to enzymic browning, gangrene, Black dot, Blackleg and resistance to potato cyst nematode <i> Globodera Rostochiensis </i> Ro1. ;Morag x Maris Piper;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;Smooth;-;Early Maincrop;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Caesar;Tubers have good  resistance to bruising and splitting. Trials have found good resistance to powdery scab, potato leafroll virus and potato virus Yo .  Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;Mona Lisa x ROP B1178;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Light yellow;-;Smooth;-;Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Camel;Suitable for the pre-pack market and general ware, with good eating quality, produces even oval, deep red tubers with a cream flesh. It is resistant and tolerant to Ro1 and Pa2/3 PCN.;null;null;-;-;-;-;-;-;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;null;null;-;null;-;null;null;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;"Rosara x RZ-97-6139""";;Stet Holland;-;-;-;-;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Shallow;-;-;-;Medium;-;Few;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Camelot;Very attractive parti-coloured variety with smooth skin and white tuber flesh colour.   Culinary use is suited to boiling and steaming due to its slightly mealy texture. .  Camelot is shows resistance to common scab and shows good resistance to drought. Resistant to potato cyst nematode <i> Globodera rostochiensis </i> Ro1.;Malin x Picasso;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;White;-;Smooth;-;Early Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Cammeo;;Caesar x Mondial;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Light yellow;-;-;-;Early Maincrop;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Captain;High yielding early prep-pack/baker.;INRA 95T97.2 x G98SC184008;1;-;-;-;-;-;-;FRANCE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Light yellow;-;Smooth;-;Early Maincrop;-;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Capucine;High yielding firm fleshed variety suitable for organic market.;Allians x G98TD001002;;-;-;-;-;-;-;FRANCE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Deep yellow;-;Smooth;-;Early Maincrop;-;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Cara;Very robust variety. It is extremely high yielding and very uniform.  Cara is also a versatile potato suitable for a wide range of culinary uses including chipping. Susceptible to Dry rot <i> Fusarium sulphureum </i> Powdery scab, potato cyst nematode <i> Globodera pallida</i> Pa2/3,1.  Tests show resistance to late blight on tubers, Silver scurf, common scab potato virus Yo, Bruising and Splitting.  Cara is resistant to potato cyst nematode <i> Globodera rostochiensis </i> Ro1.;Ulster Glade x A25/19;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Cream;-;Medium;-;Maincrop;Tall - very tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Carlingford;Significantly higher yielding and even sized tubers compared with Maris Peer.  Firm/waxy texture with freedom from after cooking blackening.  Grows well under polythene for early salad production.  Susceptible to late blight on tubers and potato cyst nematode <i> Globodera rostochiensis </i> Ro1.  Has good common scab, potato virus Yo and skin spot resistance.;S62/47/1 x Dr McIntosh;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;White;-;Smooth;-;Second Early;Short - medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Carnaval;Firm potatoes with very good storage quality.  Carnaval produces tubers with good appearance and medium dry matter which does not burn brown after peeling.  It is high yielding, resistant to common scab, drought, mechanical damage and internal bruising.;Burtina x Picasso;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red;Light yellow;-;Medium;-;Maincrop;Medium - tall;Violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Carolus;Carolus is an attractive parti-coloured blight resistant variety with light yellow flesh colour. Tubers are uniformly oval in shape. Carolus has a slightly floury texture once cooked, with an excellent flavour. It is very suitable for boiling, mashing and makes superb roast potatoes. As it has a reasonably high dry matter, it is also good for home frying. Carolus can be grown on most soil types but does prefer irrigation. It is suitable for both organic and conventional production in East and North Eastern Europe, and Mediterranean countries.;Agria x AR 00-9417;1;-;-;-;-;-;-;AUSTRIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Light yellow;-;Smooth;-;Maincrop;Tall;Violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Casablanca;Tubers have good  resistance to splitting and some  resistance to bruising.Â Â Trials have found good resistance to potato leafroll virus and blackleg..Â Â This variety has low resistance to dry rot <i>Fusarium coeruleum</i> and <i> Fusarium Sulphureum </i>, skin spot.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;85G040-080 x Picasso ;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;Smooth;-;First Early;Short - medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Catriona;A second early variety bred by Scottish breeder Archibald Findlay in Lincolnshire and first marketed in 1920.   Catriona produces a moderate yield of long oval, parti-coloured blue tubers with a light yellow flesh. It has excellent flavour and cooking qualities. Susceptible to potato cyst nematode <i> Globodera rotochiensis</i> Ro1 and <i> Globodera pallida </i> Pa2/3,1.  ;McGill and Smiths seedling 10.264 A 10.612;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Blue parti-coloured;Light yellow;-;Smooth;-;Second Early;-;Blue violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Celine;Celine is an early variety giving high numbers of smooth red skinned tubers with light yellow flesh and good cooking quality. Susceptible to late blight on foliage.  It has good resistance to common scab, powdery scab, potato leafroll virus and potato virus Yo. Resistant to potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and partially resistant to <i> Globodera pallida </i> Pa2/3,1.;Sante x Stroma;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red;Light yellow;-;Smooth;-;Second Early;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Challenger;Challenger is an early maincrop  variety.Â Â This variety  is particularily suitable for french fries.Â Â Tubers have good  resistance to splitting and some  resistance to bruising.Â Â Trials have found good resistance to dry rot, silver scurf, common scab and skin spot.Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;Aziza x Victoria;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Light yellow;-;-;-;Early Maincrop;Medium - tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Charlemont;Tubers have good  resistance to bruising, black dot and skin spot.Â Â This variety has low resistance to blackleg and potato virus Yo.Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;Estima x L2883/0014;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Light yellow;-;-;-;Early Maincrop;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Charlotte;Second early maturity, producing moderate yields of uniform, smooth skinned tubers.  .  Medium dry matter, waxy cooked texture. Susceptible to late blight on foliage,  potato cyst nematode <i> Globodera rostochiensis </i> and <i> Globodera pallida </i>.  Tests show resistance to Blackleg.;Hansa x Danae;1;-;-;-;-;-;-;AFGHANISTAN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Light yellow;-;Smooth;-;Second Early;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Charlton;;Vales Everest x Hermes;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Medium yellow;-;-;-;Early Maincrop;Medium - tall;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Chaski;Tubers have excellent  resistance to splitting and some  resistance to bruising.Â Â Trials have found good resistance to powdery scab, common scab, blackleg, potato leafroll virus and potato virus Yo .Â Â This variety has low resistance to dry rot, particularly <i>Fusarium suplhureum</i>, and late blight on tubers. Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;DB 271 39 x Inca Sun;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Cream;-;-;-;Maincrop;Medium - tall;Violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Chicago;Tubers have excellent  resistance to splitting and good  resistance to bruising.Â Â Trials have found good resistance to dry rot <i>Fusarium coeruleum </i> and <i> Fusarium sulphureum </i>, potato leafroll virus and common scab. Â Â This variety has low resistance to potato virus Yo.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1 and partial resistance to  <i>Globodera pallida</i> Pa 2/3, 1.;Midas x 93G181-010;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Light yellow;-;-;-;Maincrop;Medium - tall;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Chincha;Tubers have good  resistance to splitting and poor  resistance to bruising.Â Â Trials have found good resistance to potato virus Yo, silver scurf, skin spot and some resistance to black dot, powdery scab, blackleg and common scab. Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;Charlotte x Inca Sun ;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Light yellow;-;-;-;Maincrop;Tall;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Chopin;Tubers have good  resistance to bruising and splitting.Â Â Trials have found good resistance to common scab.Â Â This variety has low resistance to late blight on tubers and skin spot.Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;VDZ 87-38 x Casanova;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Light yellow;-;-;-;Early Maincrop;Short - medium;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Churchill;;Umatilla Russet x Spey;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Clairette;Second early pre-pack;Glenna x Emeraude;;-;-;-;-;-;-;FRANCE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;Smooth;-;Second Early;-;Blue violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Claret;Claret is a high yielding variety perfect for pre-packing. It has long dormancy which increases its store life and improves appearance on the table. Susceptibility to potato cyst nematode <i> Globodera rostochiensis  </i> and <i> globodera pallida </i>.  It has a good resistance to common scab and potato virus Yo.  ;G67551 x Cara;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red;Light yellow;-;Medium;-;Maincrop;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Clevna;Clevna is an early maincrop  variety.Â Â This variety is suitable for both salads / punnets  and table use.Â Â Tubers have good resistance splitting, to blackleg, skin spot and dry rot (<i>Fusarium coeruleum</i>).Â Â The variety is susceptible to dry rot (<i> Fusarium sulphureum </i>), potato virus Yn and Yo.  Tests for resistance to potato cyst nematodes demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;Osprey x Pentland Ivory;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Cream;-;-;-;Early Maincrop;Medium - tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Colleen;Early variety.  Colleen is very suitable for early crisping and organic production.  Susceptible to late blight on foliage and Blackleg.  `Tests shown resistance to Late blight on tubers and resistance to potato cyst nematode <i> Globodera rostochiensis </i> Ro1.  ;Manna x Mizen;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Light yellow;-;Medium;-;First Early;Short - medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Colomba;First Early;Carrera x Agata;;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Light yellow;-;Medium;-;Second Early;-;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Compass;Trials have found good resistance to dry rot (<I>Fusarium coeruleum</I>) and potato mop top (spraing).Â Â This variety has low resistance to black dot, dry rot (<I>Fusarium sulphureum</I>), skin spot, powdery scab, blackleg and late blight on tubers.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;PALLAS x VOYAGER;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;-;-;-;-;Maincrop;-;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Constance;Constance is a yellow skinned, pale yellow fleshed table potato, suitable for general use. With early development after planting, this is a good early maincrop variety, with oval round tubers of regular shape and shallow eyes. It produces good sized tubers that are resistant to secondary growth and growth cracks. This variety is well suited on most soil types. With a medium dry matter of 20%, it eats well and retains its colour after peeling. It has a buttery taste and smooth texture making it ideal for mashing, boiling or baking.;Marabel x AR 93-1243;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;Smooth;-;Early Maincrop;Tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Corolle;Second early salad variety.;Chloe x G81TT155001;;-;-;-;-;-;-;FRANCE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;Smooth;-;Second Early;-;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Cosmos;Second Early Baker with high yields of uniform tubers. Good drought tolerance. Excellent bright skin and good shape. Ideally suited to organic production. Susceptible to potato cyst nematode <i> Globodera rostochiensis </i> and <i> globodera pallida </i>;null;null;-;-;-;-;-;-;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;null;null;-;null;-;null;null;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Good resistance to common scab; tuber blight;" bruising and  splitting.  """;2180 Haploid;-;-;-;-;-;-;DD8 1SJ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Oval;Cream;-;Shallow;-;Pink;Early Maincrop;Medium;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Courage;This high yielding, rapidly bulking HZPC variety produces early yields of high dry matter and uniform red skinned, round tubers.  It is suitable for ex field and short term storage use. Resistant to potato cyst nematode <i> Globodera rostochiensis </i> Ro1.;Lady Rosetta x HZ 81 h 202;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red;Cream;-;-;-;Second Early;Medium;Blue violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Courlan;Tubers have some  resistance to bruising and splitting.Â Â Trials have found good resistance to common scab and blackleg.Â Â This variety has low resistance to powdery scab and late blight on foliage and tubers.Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;RD 84-319-3 x Birchbank;1;-;-;-;-;-;-;UNITED STATES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;Smooth;-;Second Early;Short;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Crisps4all;Tubers have excellent  resistance to splitting and good  resistance to bruising.Â Â This variety has low resistance to blackleg, potato virus Yo , late blight on tubers and potato leafroll virus.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and partial resistance to  <i>Globodera pallida</i> Pa 2/3, 1.;RZ-85-238 x RZ-87-44;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Light yellow;-;-;-;Early Maincrop;Medium - tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Cultra;Cultra is a high yielding variety with low outgrade levels.  Long oval tubers, parti coloured skins with cream flesh.  Distinct pink eyes. Excellent cooking characteristics, with long term storage potential. Susceptible to spraing, internal rust spot, potato cyst nematode <i> Globodera pallida </i> Pa2/3,1 and potato virus Yo.  Resistance to Splitting and tests show Cultra as resistant to potato cyst nematode <i> Globodera rostochiensis </i> Ro1. ;Desiree x Cara;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Light yellow;-;Smooth;-;Early Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Daisy;Tubers have good  resistance to bruising and splitting.Â Â Trials have found good resistance to powdery scab, blackleg and dry rot (<i>Fusarium coeruleum</i>).Â Â This variety has low resistance to dry rot (<i>Fusarium sulphureum</i>) and skin spot.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;Gipsy x Culpa;1;-;-;-;-;-;-;FRANCE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Medium yellow;-;-;-;Maincrop;Tall;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Desiree;Maincrop maturity, with high yields and early bulking.  Medium dry matter, firm cooked texture, good boiling, fresh French fry and mashing quality.  High resistance to drought and good resistance to potato virus Yo and powdery scab.  Susceptible to potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i> Pa2/3,1, and mis-shapes on heavy soils.  Moderately susceptible to spraing and mild mosaic viruses.;Urgenta x Depesche;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red;Light yellow;-;Medium;-;Maincrop;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Divaa;Tubers have good  resistance to splitting and some resistance to bruising.Â Â Trials have found good resistance to dry rot (<i>Fusarium coeruleum</i>).Â Â This variety has low resistance to dry rot (<i>Fusarium suphureum</i>), potato leafroll virus, potato virus Yo, late blight on tubers and powdery scab. Â Tests for resistance to potato cyst nematode demonstrated partial resistance to <i>Globodera pallida </i> 2/3 and 1, but susceptibility to<i>Globodera rostochiensis</i> Ro1.;(Pentland Javelin x seedling) x Innovator;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;White;-;-;-;Second Early;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Dolly;;Lady Rosetta x Britta;1;-;-;-;-;-;-;FRANCE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red;Medium yellow;-;-;-;Early Maincrop;Medium - tall;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Druid;Very vigorous high yielding variety.  Resistant to potato cyst nematode <i> Globodera rostochiensis </i>  Ro1, with good resistance to  tuber blight and common scab.  Versatile in its culinary uses, it is suitable for crisping and French fries.;Ulster Glade x A25/19;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red;Cream;-;Medium;-;Maincrop;Very tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Duke Of York;.Â Â This variety has low resistance to late blight on foliage, late blight on tubers, common scab, potato leafroll virus and potato virus Yo ..;Early Primrose x King Kidney;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Light yellow;-;Medium;-;First Early;Short;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Dunbar Rover;A second early variety bred in Scotland and first marketed in 1936. Dunbar Rover produces a moderate yield of oval, white-skinned tubers with a white, floury flesh. This variety has susceptibility to potato cyst nematode <i> Globodera rostochiensis </i> and <i> globodera pallida </i> pa 2/3,1.;Herald x Arran Consul;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;White;-;-;-;-;-;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
